Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
ADGRF5	870.4	1195.7	1064.8	1395	1217.9	668.1
DYRK4	486.3	151.4	259.5	429.4	312.7	353
POLR2I	1582.6	1017.3	893.3	1801.6	707.8	1132.2
TBC1D9	1701.2	926.4	975.4	1041.1	1387.4	977
LINC01278	176.4	120.7	113.6	124.1	132.8	171.8
GNPTAB	729.7	560.8	548.3	654.8	578.4	767.9
CXorf40B	675.5	596.6	669.7	611.2	560.5	540.1
SYDE1	230.4	49.5	118.4	226.5	16.2	12.6
HIC2	198.3	200.4	271.2	183.9	183.1	177.1
RFNG	413.3	380.7	376.9	419.8	287.8	362.3
APBB2	462.1	763.7	594.3	919.2	590.6	599.9
RPIA	591.1	481.1	391.6	547.5	460.9	547.1
DENND3	464	260.9	436.3	249.6	166.9	129.8
LRRC8B	13.4	5.4	16.3	19.6	28.2	1.4
ACKR3	2004.7	3369.4	2659.4	1876.4	4334.7	3614.8
AHSA2	107.7	80.3	46.5	136	115.9	109
ZDHHC17	533.9	713.5	784.3	807.6	722	729.6
HRAS	376.1	304.3	333.2	322.7	298.8	327.1
TLK2	530.9	584.4	683.7	619.5	601.2	561
SGMS1	523.1	504.9	572.3	401	650.5	664.7
AHNAK2	658.9	1625.6	1494.5	1821.7	1352.7	653.8
NACC2	450.7	621.5	441.5	545.9	552.3	540.2
THOC2	624.4	602.5	505.7	543.5	496.6	472.5
MORC3	363.4	407.8	391.7	393.9	290.4	435
ANGPTL2	5480.3	7907.3	8258.5	8661	9900.7	5224.5
KANK1	881.5	1382.2	898.3	1027.5	889.2	1034.9
FANCI	66	96.9	124.8	90.9	45.9	113
TRIM37	673.9	767.1	719.8	712.9	938.5	815.5
PRKCDBP	563.8	965.1	853.9	753.6	906.7	764
NEDD4	247	360.9	336	464.5	409.2	338.4
MAPK8IP1	98	114.4	99.8	103.4	35.4	53.4
BBX	291.3	472.5	447.6	346	394.8	428.6
ABHD3	351	186.5	294.1	158.1	261.7	503.1
RANBP6	506	322.9	372.4	442.8	429.6	413.3
UTRN	917.2	1089.7	990.2	1154.5	996	765.5
TMF1	233	243.7	259.4	198.7	178.7	252.3
WDR73	341.4	332.6	370.2	186.8	272.3	302.5
ANKRD28	461.3	699.8	873.4	618.4	845.5	757.8
RNF19B	519.1	483.8	538.3	528	442.5	474.8
ARHGEF18	967.4	689.7	793	744.8	830.9	589
NPTXR	70.2	39.6	27.9	83.3	43.5	46.3
ROCK1	1751.5	2043.3	1970.4	2046.8	1918.6	2107.3
MAST3	297.2	296.6	203.4	239.8	212.3	238.2
PABPN1	280.9	361.7	486.6	381.3	396.3	389.2
RALGAPA1	227.3	397.4	250.5	295	225.8	389.3
COBL	76.9	32.9	204.7	143.4	257.3	220.3
ZC3HAV1	894.9	1114.3	1025.5	1370.6	1092.3	699.9
HAUS5	57	39.4	42.5	59.2	25.3	24.3
FRMD4B	466	600	677.9	486.6	939.8	909
ATPAF2	67.1	74.6	96.1	99.2	24.2	133.2
TTC28	592.7	1058.1	785.2	723.8	1031.4	607.1
CREB3L1	305.7	258.6	281.5	1141.6	702.9	187.8
CHI3L2	1424.9	1217.1	986.7	833.9	3110.5	1671.9
NTAN1	823.3	855.6	1097.3	926	940.3	786.5
ZFC3H1	575	787.3	744	720.4	673.6	747
RUSC2	50.2	140.2	41.9	208.3	301.1	86
PIK3C2A	600.8	971.9	806.7	909.2	949.6	979.2
CYHR1	123.6	208	203.7	123.4	184.5	131
ZFYVE26	399.3	353.5	225.6	379	436.8	358.6
OLFML2A	605.4	1109.3	1304.6	1141.2	1539.7	549.3
ITPKC	519.8	469.6	551.9	374.9	517.3	414.3
LPCAT4	265.3	264.7	208.5	213.4	280	172.4
TSR2	564.5	665.2	673.8	779.5	652.1	760.2
ZBTB22	375.3	419.4	471.2	336.3	397.9	233.5
SLC35D2	57.4	77.9	138.2	142	165.1	143.3
WWC1	69.9	163.3	205.1	102.7	53.2	131.1
DNAJC9	873.6	793.4	805	847	698.2	800.2
LOC100272216	55.5	129.3	181.1	281.3	93.1	218.4
ADGRG6	351.1	272.7	264.1	201.5	231.3	343.3
TMCC2	129.5	133.6	110.2	105.9	136	114.5
DNAJC2	425	329.2	410.2	215.9	460.7	492.6
CNOT9	130.6	19.2	23.1	73	25.7	18.3
ANGEL1	364.5	428.7	399.8	365.3	376.7	347.9
UNC5B	393.3	365	549.5	806.4	286.3	292
STARD13	413.4	509.7	508.6	558.5	827.3	700.8
TSR3	303.7	325.4	321.6	306	275.6	183.4
COL4A5	117.1	183.9	156.8	114.7	158.4	68.8
PIKFYVE	474.1	338.5	471.5	412.1	449.7	429
ATG4A	424.8	381.7	326.1	418.4	444.5	468.5
KLHL9	444	415	429.4	377	385.7	316.3
UHRF1BP1L	160.3	142.1	134.9	249.4	205.5	264
SLC36A1	337.3	347.7	447.7	274.3	405.6	417.2
TSPYL5	787.3	777.3	833.8	996.3	941.4	643
MFAP3	856.5	740	771.5	1015.1	1089	802.4
ZNF473	158	197.2	179.8	180	217	194.8
OLFML2B	3070	2197.5	2821.1	3125	3062.9	805.5
MED8	219.6	136.7	118.3	202	176.6	156.5
MCAT	227.7	235.6	276.8	169.3	232.8	199.8
ARID5A	215.2	92.4	173.3	217.4	149.1	137.3
SNAI2	1474.9	1054.9	1312.3	2543.9	1601.8	1727.1
SS18L1	281.3	154.4	195.6	230.9	305.7	211
PSKH1	374.8	462.3	379	490.4	473.9	364.6
GSAP	685.4	508.8	905.3	392.9	778.7	930.5
C2orf72	26	106.7	32.7	116.9	41.4	100.1
FBXL14	520.3	484.7	669.4	470.1	738.5	639.4
KDM6B	135.2	37.6	130.2	132.2	59.3	18.5
HOXA10	694	1058.8	1209.4	833.5	978.3	729.7
SEPT7	4386.1	4891.9	4683.3	4652.5	4603	4291.5
SRSF8	419.7	462.3	393.5	582.2	298	478.9
SETD1B	467.3	658.9	631.8	687.4	790.2	773.2
PCNX1	232.5	132.3	198.5	144.8	270	185.1
DOCK2	612.4	423.6	559.9	263.2	467.1	647.2
SP3	1039	1141.8	1169.8	1300.7	1031	1241.6
GPX7	432.8	582.7	457.9	575.3	893.3	428.7
TTC9	6.4	5.6	9	2.9	4.3	6.3
MAPK8IP3	76.4	24.1	18.9	92.3	13.3	11.7
CDKN1C	210.2	344.8	284.4	453.2	418.8	270
SENP5	330.1	342.4	408.4	561.7	385.7	445.6
KIAA0556	374.3	554.3	482.3	407	437	493.2
MINA	341	362.4	319.1	271.7	404	366.4
COG7	176.4	218.5	192	248	186.6	179.2
TICAM1	189.8	82.6	158.1	147.9	118.6	112.8
THAP3	45.9	67.7	48.6	67.9	31.2	70.4
ROBO1	842.5	958.1	890.8	1223.7	1044.5	748.2
LYRM9	244.3	437.3	396	334.9	271.7	428.1
ZNF629	639.6	655.9	736.5	662.4	588.6	530.1
ASTN1	34.7	20.1	19.9	28.5	18.8	49.6
C2CD3	270.5	251.2	318.8	252.7	262.6	244.5
SYP	48.9	149.2	111.5	101.2	116.3	126.1
TNNT1	10.6	15.1	11.5	11.3	676.9	10.4
SETD1A	85.5	93.5	47.9	53.8	147.6	87.2
SNAPC5	916.9	1255	1025.2	873.3	1007.5	1409.6
CUL9	157.6	156.9	163.6	156.3	162.3	100.2
RAD54L2	56.7	59.2	77	49	28.7	22.6
GLTSCR1L	454.2	763.6	768.4	766.6	641.6	486.2
DIDO1	134.9	235.7	319	167.6	170.6	172
OTUD3	160.2	190.2	149.5	242.4	189.7	249
ADCY2	187.7	16.7	16.3	241	145.5	195.3
ZSCAN26	275.2	195.1	262.5	280.5	340	353.8
BBIP1	564.8	545.4	697.4	638.2	422.4	831.9
SIK2	278.7	497.7	475.4	417	322.7	526.7
PDE8B	101.4	163.2	166	151.2	141.7	249.9
CDR2L	219.5	317.8	172.9	347.8	175	274.4
DMWD	31.1	138	235.4	127.2	116.4	145.3
FAM234B	33.6	101.7	71.1	35.9	18	92.3
KNOP1	65.8	42.1	47.1	76.9	35.9	67.6
SASH1	1073.2	1487.4	1434.4	1253.6	1490.5	1085.5
ATP10D	692.7	436.6	622.2	358.7	503.5	531.5
PIBF1	247.3	266.4	270	243	320.5	257
KRT4	8.5	17	12	14.5	15.7	11.8
CEP170B	462.5	450.7	534.6	656.6	528.4	564.2
VPS13B	702.7	832.2	866.7	847.1	715.8	658.7
SCAMP4	411.9	519.9	623.3	486.1	409.9	260.5
ADCY1	334.2	364	437.6	250.2	205.8	213.8
TMEM251	632.5	428.7	499.7	409.5	376.8	750.6
SVEP1	505.6	1009.3	608.2	609	526.7	314
LOC730101	263	25	274.5	115.6	168.7	168.1
FBXL7	692.2	917.6	716.5	1295.6	931.3	402.2
TNRC6B	381.4	328.1	316.4	426.2	267.4	225.7
3-Mar	128.9	107.6	118.2	121.4	266.6	156.3
SARM1	162.2	69.7	111	108.9	200.6	157.2
FOXC1	1750.2	1146.8	1893.6	1193.9	1220.2	1453.5
TRANK1	322.9	331.3	353.8	286.3	390.6	288
SACS	197.4	202.5	316.8	386	206.6	201.3
DOPEY1	28.8	6.5	25.3	27.2	21.8	25
CAMTA1	7.7	15.9	42.9	79	8.8	30.3
ZNF248	144.6	137	103.3	199	131.9	119.3
TMEM159	252.8	359.8	373.1	241.5	407.7	303.2
TENM4	52	107.5	43.6	127.6	49.1	64.9
DHRS1	907.2	800.4	757.7	472.4	641.4	702.4
RAP1GAP2	223.7	97.5	153.7	143.4	17.1	138.5
APOOL	257.5	327	313.9	345.1	337.2	327.1
SALL2	342.2	693.3	595.7	544.3	787.8	423.4
TMEM30B	442.2	521.9	522.4	1102.4	439.3	422.2
MBOAT2	292.1	470.2	464.4	329.8	418.8	321.1
SNX13	626.6	550.1	554.5	505.3	700.1	907.2
TRIM22	2314.1	1951.9	1904.5	2464.9	2354.5	2126.2
CYLD	637.6	477.3	520.3	494.4	494.4	588.1
RMND5B	133.7	190.6	259.4	146.8	167.1	218.9
ZBTB7A	112	65.5	53.5	113.8	71.3	23.4
ATG2A	437.4	252.6	431.9	323.7	484	295.2
PFAS	173.6	49.8	132.1	216.3	122.2	176.3
FAM179B	277.2	321.7	360.8	336.6	306.1	415.1
SHANK2	95.3	180.4	178.5	77.8	148.1	181
PLCL2	436.2	261.7	334.9	410.3	528.7	438.9
TCF25	507.5	444.5	702.5	1028.3	614.6	529.7
SMIM8	304.7	414.3	239.8	312.5	296.5	317
CXorf40A	683.5	703.2	696.4	696.1	666.4	669.6
KIAA1462	136.5	268.5	230.7	519.2	237.2	217.1
CLIC5	1158.6	1908.9	3251.7	1343.7	1259.1	2518.6
PRMT3	124.8	119.1	78.5	156.7	146.5	198.1
OARD1	467.9	326.1	388.2	381.5	408.7	586.2
SRC	473.1	271.1	450.9	357.3	387.1	159.8
NECTIN3	102.8	180.4	166.1	121.4	157.2	134.1
USP12	339.9	429.3	405.7	455.5	268.7	564.7
HAUS7	299.6	208.3	258.8	293	244.2	291
TMEM158	21.1	10.3	47.8	179.9	29.9	23.1
TP73-AS1	19	97.3	11.2	8	8.8	47
FEM1C	297.3	393.4	379.5	500.7	387.3	330.4
YAP1	497	760	665.4	737.2	523	432.5
GDPD5	106.3	350.2	186.4	557.6	233.8	335.4
TEX30	194.2	177.9	173.8	253.9	250.3	246.9
TMCC1	351.1	251.8	272.5	285.3	284.6	356
RPS11	206.4	175.9	304.9	129.8	177.5	196.6
ABCA5	219.4	261.8	197.3	274.9	159.7	197.8
GTF2H5	846.9	896.9	818.3	1005.6	780.6	1088.4
MTCL1	154.3	145.5	175.8	315.9	207.6	79.1
TDRD7	466.2	478.3	483.4	468.3	430.3	432.8
CA5BP1	22.5	31.4	74.3	55.5	19.7	23.2
ERI2	192	198.3	240.7	207.4	256.6	288
LOC155060	55.4	161.3	141.2	179.8	106.4	127.9
PPFIA3	90.8	66.1	90.8	98.5	28.7	89.6
CDHR1	26	20.7	14.3	3.1	7.8	9.2
SFMBT1	197	259.2	203.4	216.2	224.2	190.9
LDB3	110.7	141.3	95.5	104	331	100.6
PAQR3	106.9	130.1	110.2	147.4	120.5	109.3
RPS12	10939.5	10802.7	11282	10291.6	9984.7	10002.4
COQ2	613.7	247.3	289.1	320.7	274.4	713.1
VSTM4	129.3	109.3	101.9	256.5	115.4	83.2
MST1L	8.5	92	69	20.3	29.7	16.8
PLCB3	305.7	350.6	275.7	229.6	157.7	156.9
TMEM246	166	294.3	292.2	189.5	278.4	276.5
ATAD2B	225.9	199.9	234.4	176.7	119.8	230.4
ZC3H4	825.6	840	825.4	862.1	724.7	784.6
DPY19L4	530.5	603.4	598.1	589.1	718.7	565.1
IQCK	290.4	237.1	337.2	252.2	286.1	287.9
MFSD9	203.7	253.2	214.6	149	199.3	157.7
MAPKBP1	126.6	50.7	137.3	32.4	294.2	108.4
MLC1	8.1	39.5	42.6	22.5	41.8	26
SDR39U1	637.7	535.3	675.7	702.5	524.3	639
ZNF787	172	128.1	94.4	159.8	28.7	91.1
RAB22A	592.8	764.2	978.2	1145.8	1184.8	1193.9
PHLPP2	304.5	324.7	369.8	420.9	360.4	333.3
TJP3	17.5	12.1	20.4	24	10.1	8.3
STON1	184.7	445.7	271.6	350.3	533.3	388.5
CLIC2	954	1204.4	1116.5	554.5	1566.8	1187
DHX57	90.3	99.8	99.9	159.1	119.6	134.9
MXRA8	2804.4	4456.5	3849.4	4518.9	5306.7	3040.5
KIAA0895	16.8	22.6	9.6	24.7	46.6	35.4
RPP40	189.2	179.9	181.2	200.5	217.9	230.4
BICC1	731.8	905.1	649.6	743.7	867.8	606.8
SFI1	63.4	108.9	48.7	90.1	81.2	22.7
MUC5B	10.5	11.2	8.2	6.4	11.3	5.9
SATB2	107.2	112	110.7	190.1	206.9	104.7
NFASC	63.9	120	101.5	59.4	114.7	89.9
SPDEF	35.8	57.2	82.9	34	39.8	246.1
ZNF862	73.3	54.7	58.8	147.3	55.7	48.3
ZC3H3	262.5	215.3	252.1	180.2	235.6	227.3
POP1	116.6	41.9	97.6	111.5	147.8	37.4
ZNF184	93.7	17.4	83.6	84.8	20.5	58.7
FAM114A1	2307.9	3471.8	3290.9	3527.9	3233.2	2949.6
SOSTDC1	8.6	10.1	53.4	5.2	6	13.7
MFHAS1	283.4	251.2	266.6	275.2	273.9	276.1
FAM149B1	5.8	20.2	4	21	7.2	4.7
SHC2	250.8	309.1	270.2	137.8	359	172.8
RAB40C	9	11	12	17.1	8.9	7.5
RND2	60.4	31.7	81.9	134.2	56.8	73
ERCC2	120.7	99.4	87.6	138.8	74.9	93.3
PGAP1	73	100.9	123.5	79.1	85.5	79.1
NPHP4	137.7	164.9	170.4	110.4	149.6	118.7
ITGAL	122.5	19.8	15.5	48.2	29	50.7
KAZN	480.1	285.8	288.5	389	489.6	430.8
NPTX2	769.1	1212.9	590.9	902.8	2330.6	585.5
DOCK3	12.8	8.7	7.4	6.3	3.4	8.1
PPWD1	226.1	235.2	290.9	316.9	326.5	358.9
ABCC10	277.5	181.3	192.7	300	315.5	321.7
COPG2IT1	101.9	219.3	192.8	146.4	128	216.9
SNED1	2349.8	2129	2893.3	1234.8	2509.2	1314.4
COL2A1	54.4	24.6	43.8	58.3	81.4	35.6
PLPPR4	257.1	442.8	269.3	256.6	319.3	184.3
ABTB2	159.1	185	200	182.7	160.5	212.6
CLCN2	82.4	151.4	207.2	81.7	148.4	130.7
GUSBP11	3339.4	840.4	302.9	1065.4	754.7	213.2
USP32P2	329.2	415.1	481	378.5	293	368.5
MTMR1	566.8	668	793.6	578	530.7	588.5
C14orf79	25.8	28	33.9	60.6	34	30.9
RECQL4	11.1	11.3	20.5	17.5	9.8	11.7
CCNE1	77.8	93.5	64.6	83.7	139.5	71.7
G0S2	1168.5	4354.5	3364.5	3716.8	1930.2	4130.1
LIN37	80.1	138.6	102.5	128.2	152.4	108.3
ZNF688	274.7	341.5	324.3	158	324.4	343.9
METTL18	292	331.4	316.5	274.4	351.5	324.9
CD3D	626.7	239.3	220.3	243.4	226	262.1
HSD17B8	814.9	422.4	465.6	402.7	351.9	409.1
ZNF710	268.5	211.9	158.3	165.2	308.2	281.5
DKFZP586I1420	416	527.9	560.3	476.2	458.9	624.5
CAND2	185.9	202.1	212.4	203.3	165.4	196.1
PDZD8	234.4	182	221.3	244.4	239.5	224.4
GLCE	237.7	213.3	235.9	190.3	228.9	189.8
RWDD2A	319.6	179.4	210.9	242.4	183.7	221.9
PINLYP	110.7	140.4	173.7	148.9	192.1	128.4
CDK12	339.6	216.6	288.3	330.2	231.3	314.2
ZNF467	6.1	9	6.2	10.5	9	8
MCM9	194.7	251.5	219	152.1	185.2	224.7
RNASE6	1519.4	883.1	1405.1	1168.9	1309.8	1764.2
OSR2	1332.8	1180.7	1538.5	1066.5	2102.4	928.4
LOC100506603	44.2	47.7	111.7	161.6	106.6	31.4
ATP11A	54.4	46.1	57.6	50.9	48.1	29.3
ATP6V0E2	373.7	549.2	663.6	526.8	416.1	637.1
B3GNTL1	4.3	6	5.4	6.4	4.8	5
APLNR	724.1	640.2	622.8	634.6	435.1	377.8
OIP5	43	102.8	124.9	51.4	79.1	93.7
SIPA1L3	151.9	106.2	91.1	179.1	182.6	168.7
SRRD	348.3	224.5	383.2	383.2	468.5	361.4
AQP5	33.5	36.1	18.4	16.3	10.6	8.9
ARAP2	174.1	163.7	168.4	121.7	152.5	242.8
COL9A2	175.5	146.9	173.9	207.3	152.1	170.8
KIF3A	52.4	94.1	46.4	91.7	70.6	78.8
SMPDL3A	813	377.3	469.6	329.2	679.5	694.3
ZKSCAN4	444.7	235.1	205.7	338	246	222.8
CBR4	261.8	434.8	398.3	355.4	332.6	410.5
MT1F	1971	1768.8	2042	1344.5	1711.1	2811.3
NACAD	10.9	67.7	35.2	175.7	87.4	24.4
DHODH	94.8	104.2	70.8	54.2	69.2	88.4
SH3BP1	151.7	34	100.4	56.8	35.7	51.7
TRMU	93.8	65.4	73	130.9	30.3	55.4
PHF24	75.5	109.1	95.6	30.4	124.8	45.2
PHACTR1	74.8	43.1	14.5	11.9	41.3	12.6
ZNF500	276	256.2	326.4	313	327.8	259.5
INPP5B	235.2	138.7	140.4	152.3	25.6	62.2
CEP112	257.5	322.5	298.7	375.7	386	417.5
DNA2	46.5	31.4	48.4	99.8	40.2	65.5
INPP5J	24.5	41.3	23.7	32.3	18	22.6
TAF5L	370.1	349.4	366.8	431.1	361	417.6
ZNF75D	189.1	123.8	137.1	186.4	109.6	152.9
TOP3B	26.7	10.5	13	75.6	10.4	9
PAMR1	284	579.1	604.9	456.2	1240.4	355.6
FAM134B	47.7	26.6	73.1	70.6	67.7	34.7
FCHO1	62.7	105	39.7	55.9	51.1	42.5
NSUN5P1	192.8	31.8	158.5	131	23	99.6
NENF	36.7	72.4	119.8	84.2	97.6	97.9
IGHD	962	15.7	9.1	60.5	7.9	7.6
PARVA	678.1	973.3	602.9	961	744.1	686.2
TMEM151B	65.5	109.9	96	85.4	98.7	97.7
PMS1	413.9	382.6	391.3	540.3	477.9	462.1
TTC30A	53.2	46.4	48.2	44.2	64.8	49.2
NUP50	666.9	794.6	725.8	739	713.3	738
TCEB3-AS1	169.7	75.4	62.1	323.1	238.8	142.2
VPS13A	179.1	237.2	287.6	161.7	263.3	239.7
RPL35A	5928.6	5837.8	5474.3	5952	4720.9	5971.9
FAM69A	1095.5	1130.3	726.5	871.1	1432.8	928
RSBN1	249.5	279.2	350.7	340.1	260.4	354.5
PON3	78.9	45.4	101.8	58.7	284.9	78.5
C12orf29	242.5	279.4	307.5	318.9	352.6	519.3
LINC00342	24.7	35.8	48.9	75.3	43.1	71.4
DLX5	126.8	126.5	139.6	157.5	102.1	88.3
BHLHB9	161.8	168.5	163.5	188.2	182.6	162.7
CALM1	536.3	670.2	734.5	337.5	409.1	334.7
KRT81	35.4	28.8	42.7	109.7	35	32.3
ELOVL2	13.9	5.6	16.3	22	15.6	10.9
GLB1L2	68.4	176.2	201.4	153.6	131.1	164.8
KANK3	114.9	99.5	23.4	124.4	116	53.3
SECTM1	481.1	570.2	695.2	527.9	544.4	579.8
SOX2	8	18.9	5.8	9.1	19.1	21.1
XYLT1	939.6	679.8	1271.6	698.2	418	526.1
PRPF40A	1166.8	1349.3	1450.8	1264.8	1246.1	1299.9
MYO1F	840.7	569.5	691	462.2	736.9	812.5
GOLGA8N	565.4	1009.2	805.9	1537.1	1095.9	1283.5
ATP5A1	4694.8	4461.5	4419.6	4606.8	4011.1	4689.3
LOC103344931	114.1	200.6	187	221.4	105	154.3
TMEM262	24.3	23.7	18.5	18.8	15.1	18.2
ATRNL1	25.7	72.6	13.6	3.8	16.7	82.6
TRIM66	93.7	117.5	160.5	79.3	117.4	130.7
PPP1R37	76.2	105.4	110	60.5	35.4	41.6
MDM1	162.5	166.6	156.8	121.5	131.4	155.2
HIPK2	416.2	429.8	484.1	283.3	240	321.4
KSR1	116	68.6	28.4	69.9	50.5	68.1
IRF2BP1	502.4	354.4	302.8	862.1	359.7	177.4
LOC157562	114.8	102.9	75.4	172.3	48.4	114.6
ZNF276	170.9	184.1	200.4	98.1	224.7	240.4
EMID1	349.6	281	248.8	263.2	266.5	170.8
TCHH	83.4	50.7	101.6	8.9	103.2	161.9
IPO9	142	184.3	176.8	155.3	134.7	191.4
PENK	1139.5	601.3	432.1	301	453.5	808.5
HOMER1	127.6	61.1	63.2	189.9	74.4	112
NGDN	669.2	820.7	939.3	638.7	784.2	792.5
PTPRA	521	579.6	591.2	472.7	741.1	504.6
SPRR1A	9.5	10.3	6.6	8.2	12.7	7.9
RSAD2	474.3	218	332.6	367.3	224.3	221.6
CFH	2105.8	2437	2107.2	2668.6	3009.4	3119.5
ABHD5	68.1	78.7	105.8	133.5	136.2	146.8
AKIRIN2	116.4	75	106.9	97.5	39.3	93.4
CACTIN	251.1	257.3	309.8	364.3	201.5	287.9
IRAK3	136	230.2	261.4	240.4	224.7	281.9
TMEM223	70.2	43.6	57.9	52.6	81.5	36.4
STARD5	222.4	150.5	108.2	189.4	80.2	121.3
OLIG2	30.5	70.7	26.1	17.8	60.4	43.4
H3F3A	323.2	305.2	311.7	342.4	149.2	130.8
ARHGAP33	146.3	126.2	114.8	48.5	123.3	33.2
IQSEC3	72.7	31.8	20.4	97.8	37.8	25.7
GTPBP3	334.1	387.5	418.3	316.1	408.4	303.1
CLMN	91.5	161	22.4	86.6	90.5	79.8
HOXA5	406.7	309.7	284.8	420.3	284.9	287.2
GRIK2	13.9	17.5	11.5	13.7	19	8.6
PRPH	33.6	75.9	182.2	60.6	52.3	235.6
DUSP7	342.1	406.5	336	420.3	631.3	543.9
TMEM110	301.7	178.1	220.3	210.6	213.2	301.6
RBM8A	853.1	1000.8	1092.9	754.3	783.3	1138.5
DNAJC24	380.7	331.7	306.5	632.7	541.5	657.6
ZNF250	159	104.7	127.1	165.7	179.5	194.8
METTL21B	680.3	565.1	705.7	672.1	635.2	653.1
OAZ3	9.1	13.3	29.6	10.2	13.1	15.5
DCBLD2	66.2	9.3	21.8	121.7	22.1	11.3
SAMD14	61.9	50.8	25.8	56.9	39.1	53
COL11A2	30.9	33.2	47.8	23.1	30.6	28.1
SERPINA4	95.8	179.3	144.4	76	189.5	193.7
PYROXD1	603	587.8	598.5	631.8	651.9	904
POLR2E	1169.2	1096.2	1172.4	908.9	604.2	909.8
THSD7A	112.5	236.6	189.8	283.2	178.9	81.3
MRPL23	760.5	689.8	718.9	770.7	600.4	757.5
FAM189A2	244.9	329.1	299.9	230.2	287.9	235.2
FRRS1L	4.3	61.9	22.1	39.2	15.8	11.8
MYBL1	82.6	77.3	80.9	122.1	49	63.4
LRRC15	1566.9	1193.9	1685.5	4398.3	1961.2	548.1
TBC1D30	84.5	103.4	38.3	80.6	79	98.3
NKG7	355.3	12.2	19.1	208.2	28.9	75
CUX2	58.4	25.8	33.8	7.6	46.4	31.2
SST	15.6	64.4	19.9	21.1	18.6	103.5
TTBK2	64.1	53.8	48.7	59	99.6	51.3
RAP2B	1777.3	1709.3	1856.1	1128.4	1632.4	2559.3
STUM	462.6	736.8	517.4	465.2	571.9	274.9
AGFG1	123.4	134.6	90.9	115.5	84.1	126.4
MAP3K9	34.7	42.1	21.3	93.4	59.9	64.6
EXPH5	25.8	97.9	58.8	43.3	73.4	71.2
HLA-A	6399.7	10496.4	10288.7	9575.2	9798.3	8363.9
ZNF23	113.8	139	125.1	155	121.8	133.3
ERC2	35.1	44.3	5.8	2.8	10.9	53.1
MEGF6	13.2	49.6	11.7	78	176.4	21.2
TWIST1	364.2	319.5	397.3	463.5	544.6	212.4
KRT20	24.1	90.2	78.2	11.8	106.5	63.1
FAM169A	25.7	29.9	21.1	13.6	34.9	24.6
MYOZ3	78.1	157.2	170.1	74.7	44.1	62.3
RPGRIP1L	98	54.6	42.6	99.2	74.4	65.9
RPARP-AS1	14.5	18.6	1.9	1.3	1.4	2.7
CHD5	15.2	16.2	12.8	20.4	23.7	12.9
RALYL	75.5	10.9	10.9	8	14.3	11
RABL3	371.1	335.7	408.5	432.9	400.7	403.4
ADAMTSL3	595.3	650.9	1203.8	681.4	533.5	599.2
LYZ	2147.4	2044.4	3197.2	1645.3	1948.8	3683.2
MTSS1L	22.2	18.5	24.8	25.9	11.2	16.8
SETD4	183	234.7	280.5	182.9	289.5	272
YPEL1	111.3	89.5	104.4	147.9	116.8	58.8
FAM189A1	16.8	16.6	19.5	37.4	79.5	25.3
ATP9B	50.3	50.9	58.1	30.5	40	44.6
SOCS7	129.5	32.8	150.8	117.8	92.2	135.5
GRIP1	12.6	8.7	11.3	4.3	6.2	3.4
IFITM1	6752.3	6295.9	6418.3	6338.2	6380.2	6220.2
TUBB2B	159.6	211.9	108.4	281.6	370.4	471.5
DGCR6L	22.3	51.3	13.3	5	14.8	13.5
SLC25A42	8.9	7.8	17.3	6.9	11.6	12.2
CRYBG3	627.4	821.9	589.8	665.1	521.6	535.5
ZAP70	59.6	35.7	16.4	22.6	67.2	16.6
CCL8	310	233	319.4	304.4	1266.9	504.8
LIAS	128.1	85.7	30.2	173.4	114.8	26.6
CD7	103	20.4	22.6	29.8	18.1	15.9
DOK2	580.3	550	432.3	239.9	416.2	534.9
MYCL	263.1	143.4	199.9	187.1	149.5	114.2
IFI44	114.6	99.6	98.9	153.8	96.2	117.2
TBC1D31	89.9	109.3	115.9	62.1	98.9	136.5
NFKBIB	59.5	17.7	18.1	31.3	13.5	27.6
BEAN1	84.6	188.7	127.9	127.1	186.2	99
ATP10B	648.7	333.3	272.5	190.4	301	225.3
GFOD2	268	311.3	321.5	104.2	314.8	515
MEIS3P1	675.9	677.1	673.7	719.6	820.3	654.8
PAK3	39	44.6	47.3	46.2	35.8	36.7
PLXDC1	449.9	645	604.1	624.6	589.4	312.5
NCF1	429.3	362.2	640.1	133.4	427.8	852.1
MYBPC1	56.2	76.1	34.5	44.9	1068.6	70
FUT3	87.9	50.5	79.3	35.9	102.5	49.3
RPS8	27.1	6.5	45.5	3.6	6.1	5.7
SHMT2	126.9	99.3	84.3	59.4	94.7	172.9
KIAA1107	95.5	94.1	92.2	105.2	95.1	94.1
RAP2A	72.2	33.7	19.4	96.2	38.5	21.4
LOC440434	634	534.1	704.2	633.7	462.4	540.3
RFPL1S	35.8	44.2	8.4	38.8	55.6	117.4
NOP14-AS1	14.4	13.5	12.4	20.5	5.5	9.9
DAGLA	38	24.2	37	39.7	34.5	30.3
TXLNGY	63.1	10.1	7.8	11.4	11.5	37.6
MUC6	19	15.3	11.7	63.6	10.5	38.6
KIAA1211L	20.3	17.4	16.7	21.8	16.4	23.1
CLDN18	78	96.3	100.6	72.2	175.9	110.1
ZNF79	99.4	53.7	118.4	88.6	137	68.2
ARID4B	153.2	135.2	112.8	56.6	100.7	127.7
